Palautusaika;TehtavaNimi;TehtavaID;KayttajaID
17/09/20, 10:58;L02T4;9;6607488
17/09/20, 11:29;L02T5;10;6607488
17/09/20, 12:07;L08T1;36;6607407
17/09/20, 13:32;L09T2;42;6604986
17/09/20, 13:54;L02T4;9;6604440
17/09/20, 14:21;L01T1;1;6608274
17/09/20, 14:50;L01T2;2;6608274
17/09/20, 15:22;L02T5;10;6604440
17/09/20, 15:37;L01T4;4;6608274
17/09/20, 16:19;L08T5;40;6604986
17/09/20, 19:21;L01T1;1;6605115
17/09/20, 19:25;L01T3;3;6605115
17/09/20, 19:26;L04T3;18;6607563
17/09/20, 19:26;L01T4;4;6605115
17/09/20, 19:34;L01T5;5;6605115
17/09/20, 19:54;L03T5;15;6604665
17/09/20, 19:55;L04T4;19;6607563
17/09/20, 20:27;L05T1;21;6604782
17/09/20, 20:44;L04T5;20;6607563
17/09/20, 20:44;L01T5;5;6604494
17/09/20, 21:00;L05T2;22;6604782
17/09/20, 22:37;L09T3;43;6604986
17/09/20, 23:06;L08T1;36;6604986
17/09/20, 23:58;L02T4;9;3206898
17/09/20, 23:59;L03T2;12;3206898
17/09/20, 23:59;L03T1;11;3206898
18/09/20, 00:05;L08T2;37;6607470
18/09/20, 00:31;L07T2;32;6604644
18/09/20, 00:46;L06T1;26;6604956
18/09/20, 06:41;L05T3;23;6604782
18/09/20, 07:45;L03T2;12;6604977
18/09/20, 07:54;L03T3;13;6604977
18/09/20, 08:44;L09T4;44;6604986
18/09/20, 09:20;L04T2;17;6604611
18/09/20, 10:16;L08T2;37;6607407
18/09/20, 10:36;L04T4;19;6604611
18/09/20, 10:44;L06T2;27;6604956
18/09/20, 10:50;L08T3;38;6607407
18/09/20, 11:29;L10T1;45;6604986
18/09/20, 11:42;L04T5;20;6604611
18/09/20, 12:10;L03T2;12;6604974
18/09/20, 12:29;L05T1;21;6604611
18/09/20, 13:42;L03T4;14;6604977
18/09/20, 13:52;L03T5;15;6604977
18/09/20, 13:53;L05T2;22;6604611
18/09/20, 14:43;L08T3;38;6607470
18/09/20, 15:11;L03T1;11;6604440
18/09/20, 15:43;L02T2;7;3209676
18/09/20, 16:17;L02T3;8;3209676
18/09/20, 17:26;L01T5;5;6608274
18/09/20, 18:01;L02T2;7;6608274
18/09/20, 18:12;L10T2;46;6604986
18/09/20, 18:15;L05T1;21;6607563
18/09/20, 18:36;L05T2;22;6607563
18/09/20, 18:57;L05T3;23;6607563
18/09/20, 19:14;L05T4;24;6607563
18/09/20, 19:14;L03T3;13;49542
18/09/20, 19:56;L01T1;1;6606222
18/09/20, 20:02;L08T4;39;6607407
18/09/20, 20:14;L10T3;47;6604986
18/09/20, 20:16;L03T4;14;49542
18/09/20, 20:44;L07T4;34;6604644
18/09/20, 20:54;L03T5;15;49542
18/09/20, 20:56;L05T5;25;6607563
18/09/20, 21:49;L02T3;8;6608274
18/09/20, 23:24;L08T5;40;6607470
19/09/20, 00:36;L08T1;36;6604644
19/09/20, 04:20;L02T4;9;6608274
19/09/20, 07:29;L03T1;11;6604371
19/09/20, 07:54;L03T2;12;6604371
19/09/20, 08:05;L01T5;5;3209691
19/09/20, 08:31;L03T3;13;6604371
19/09/20, 09:22;L03T4;14;6604371
19/09/20, 09:36;L03T1;11;6604398
19/09/20, 10:00;L03T2;12;6604398
19/09/20, 10:47;L03T3;13;6604398
19/09/20, 14:17;L03T4;14;6604398
19/09/20, 15:05;L06T1;26;6607563
19/09/20, 15:50;L01T1;1;6607647
19/09/20, 15:52;L06T2;27;6607563
19/09/20, 16:23;L01T4;4;6607647
19/09/20, 16:32;L01T5;5;6607647
19/09/20, 17:15;L06T3;28;6607563
19/09/20, 17:49;L05T5;25;6604782
19/09/20, 18:13;L02T3;8;6607647
19/09/20, 18:14;L02T2;7;6607647
19/09/20, 19:32;L05T3;23;6604611
19/09/20, 21:23;L04T2;17;6604716
19/09/20, 21:26;L01T1;1;6608271
19/09/20, 21:28;L01T2;2;6608271
19/09/20, 21:29;L01T3;3;6608271
19/09/20, 21:30;L01T5;5;6608271
19/09/20, 23:24;L06T4;29;6607563
19/09/20, 23:27;L04T1;16;6604446
19/09/20, 23:57;L03T4;14;3206898
20/09/20, 00:32;L04T4;19;6604446
20/09/20, 00:33;L04T5;20;6604446
20/09/20, 01:22;L05T1;21;6604446
20/09/20, 01:40;L05T2;22;6604446
20/09/20, 01:56;L05T3;23;6604446
20/09/20, 06:30;L02T4;9;6607647
20/09/20, 06:47;L02T5;10;6607647
20/09/20, 07:18;L03T1;11;6607647
20/09/20, 07:58;L04T2;17;6604371
20/09/20, 08:17;L04T3;18;6604371
20/09/20, 08:58;L03T1;11;6604491
20/09/20, 09:06;L04T1;16;6604371
20/09/20, 09:09;L03T2;12;6604491
20/09/20, 09:56;L04T1;16;6604398
20/09/20, 10:08;L03T4;14;6604491
20/09/20, 10:09;L05T4;24;6604611
20/09/20, 10:12;L04T5;20;6604371
20/09/20, 10:20;L09T1;41;6607407
20/09/20, 10:24;L11T1;48;6604986
20/09/20, 10:29;L03T5;15;6604491
20/09/20, 10:40;L03T3;13;6607647
20/09/20, 11:05;L05T1;21;6607653
20/09/20, 11:06;L01T1;1;6605016
20/09/20, 11:09;L01T4;4;6605016
20/09/20, 11:10;L01T5;5;6605016
20/09/20, 11:23;L05T2;22;6607653
20/09/20, 11:42;L05T3;23;6607653
20/09/20, 11:49;L03T4;14;6607647
20/09/20, 12:03;L04T2;17;6604398
20/09/20, 12:08;L03T3;13;6604974
20/09/20, 12:19;L04T3;18;6604398
20/09/20, 12:25;L05T4;24;6604446
20/09/20, 12:26;L04T1;16;6604491
20/09/20, 12:33;L06T5;30;6607563
20/09/20, 12:43;L03T4;14;6604974
20/09/20, 12:47;L04T2;17;6604491
20/09/20, 12:54;L04T4;19;6604398
20/09/20, 13:04;L05T5;25;6607653
20/09/20, 13:06;L04T3;18;6604491
20/09/20, 13:13;L11T2;49;6604986
20/09/20, 13:40;L04T5;20;6604491
20/09/20, 13:41;L06T1;26;6604782
20/09/20, 14:01;L06T1;26;6604446
20/09/20, 14:35;L06T2;27;6604782
20/09/20, 14:41;L03T5;15;6604974
20/09/20, 15:07;L04T1;16;6604665
20/09/20, 15:17;L06T2;27;6604446
20/09/20, 15:30;L11T3;50;6604986
20/09/20, 15:35;L02T2;7;6605016
20/09/20, 15:39;L02T3;8;6605016
20/09/20, 15:42;L02T4;9;6605016
20/09/20, 15:47;L02T5;10;6605016
20/09/20, 15:52;L07T3;33;6607563
20/09/20, 16:22;L04T2;17;6604665
20/09/20, 16:30;L07T4;34;6607563
20/09/20, 16:44;L04T3;18;6604665
20/09/20, 16:59;L07T5;35;6607563
20/09/20, 17:28;L04T1;16;6607647
20/09/20, 17:33;L06T3;28;6604446
20/09/20, 18:08;L08T1;36;6607563
20/09/20, 18:21;L04T1;16;6605112
20/09/20, 19:12;L04T2;17;6605112
20/09/20, 19:13;L06T3;28;6604782
20/09/20, 20:05;L12T1;51;6604986
20/09/20, 20:12;L08T2;37;6607563
20/09/20, 21:07;L08T3;38;6607563
20/09/20, 21:25;L12T2;52;6604986
20/09/20, 22:14;L08T2;37;6604644
20/09/20, 22:14;L01T1;1;6607554
20/09/20, 22:17;L01T3;3;6607554
20/09/20, 22:18;L01T4;4;6607554
20/09/20, 22:19;L01T5;5;6607554
20/09/20, 23:07;L08T4;39;6607563
21/09/20, 00:59;L08T3;38;6604644
21/09/20, 06:13;L06T4;29;6604782
21/09/20, 09:12;L01T1;1;6607737
21/09/20, 09:14;L04T5;20;6604398
21/09/20, 09:17;L01T4;4;6607737
21/09/20, 09:19;L01T5;5;6607737
21/09/20, 10:36;L04T4;19;6605811
21/09/20, 11:20;L09T3;43;6607407
21/09/20, 11:23;L02T3;8;6605022
21/09/20, 11:52;L03T4;14;49719
21/09/20, 11:53;L03T5;15;49719
21/09/20, 11:55;L02T3;8;49719
21/09/20, 11:57;L02T4;9;6605022
21/09/20, 12:09;L02T5;10;6608274
21/09/20, 12:12;L02T5;10;6605022
21/09/20, 13:04;L03T2;12;6604440
21/09/20, 13:19;L02T2;7;6608271
21/09/20, 13:22;L02T4;9;6608271
21/09/20, 13:23;L02T5;10;6608271
21/09/20, 13:50;L03T3;13;6604440
21/09/20, 14:10;L09T1;41;6607470
21/09/20, 14:12;L04T1;16;49719
21/09/20, 14:44;L03T1;11;6607488
21/09/20, 14:59;L01T1;1;41376
21/09/20, 15:02;L01T2;2;41376
21/09/20, 15:07;L01T3;3;41376
21/09/20, 15:15;L01T5;5;41376
21/09/20, 15:58;L04T1;16;6604977
21/09/20, 16:12;L04T2;17;6604977
21/09/20, 18:04;L04T1;16;6604974
21/09/20, 18:04;L03T1;11;6608274
21/09/20, 18:18;L06T3;28;6604956
21/09/20, 18:44;L03T3;13;6607488
21/09/20, 18:59;L09T4;44;6607407
21/09/20, 19:05;L03T1;11;6605022
21/09/20, 19:27;L01T1;1;6607716
21/09/20, 19:29;L01T3;3;6607716
21/09/20, 19:30;L01T4;4;6607716
21/09/20, 19:31;L01T5;5;6607716
21/09/20, 19:52;L06T4;29;6604956
21/09/20, 20:21;L03T1;11;6605016
21/09/20, 20:35;L03T2;12;6605016
21/09/20, 20:37;L03T3;13;6605016
21/09/20, 20:41;L03T4;14;6605016
21/09/20, 20:43;L03T5;15;6605016
21/09/20, 20:43;L01T1;1;6606753
21/09/20, 21:10;L01T1;1;6608481
21/09/20, 21:21;L06T5;30;6604782
21/09/20, 21:26;L01T4;4;6606753
21/09/20, 21:41;L01T5;5;6606753
21/09/20, 22:05;L09T2;42;6607470
21/09/20, 22:40;L09T3;43;6607470
21/09/20, 23:05;L09T4;44;6607470
21/09/20, 23:24;L08T5;40;6604644
22/09/20, 08:44;L04T3;18;6604974
22/09/20, 09:08;L02T2;7;6607737
22/09/20, 10:56;L10T1;45;6607407
22/09/20, 12:02;L05T1;21;6605811
22/09/20, 12:52;L06T1;26;50844
22/09/20, 13:15;L07T2;32;50844
22/09/20, 13:52;L04T4;19;6604974
22/09/20, 14:11;L03T2;12;6608274
22/09/20, 14:37;L08T1;36;50844
22/09/20, 14:41;L08T2;37;50844
22/09/20, 15:18;L10T2;46;6607470
22/09/20, 15:40;L02T2;7;6607716
22/09/20, 15:41;L03T2;12;6608271
22/09/20, 15:47;L03T3;13;6608271
22/09/20, 15:47;L02T3;8;6607716
22/09/20, 15:48;L02T4;9;6607716
22/09/20, 15:49;L02T5;10;6607716
22/09/20, 15:50;L03T4;14;6608271
